"Resident ID","c_Resident","c_DoB","c_Current Age","c_Education","Location","Income","Customer ID","Name","Updated_Birthday","Updated_Age","Education Level","City","Purchase Date","Shopping List","Item List","Item A","Item B","Item C","Item D","Item E","Item F","Item G","Item H","Item I","Item J","Item K","Item L","Item M","Item N","Item O","Item P","Item Q","Item R","Item S","Item T","Item U"
1119,"Ryker","3/8/1987",37,"PhD","Bairnsdale",146000,389,"Ryker","3/8/1987",37,"PhD","Bairnsdale","2024-5-22","['D', 'E', 'K', 'M', 'R']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
898,"Quena","6/4/2010",15,"college","Singleton",584000,390,"Quena","6/4/2010",15,"college","Singleton","2024-11-29","['A', 'B', 'D', 'E', 'F', 'G', 'I', 'J', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
1051,"Faye","17/5/1996",28,"high-school","Denmark",208000,391,"Faye","17/5/1996",28,"high-school","Denmark","2025-2-22","['B', 'C', 'D', 'E', 'G', 'H', 'I', 'J', 'K', 'L', 'N', 'O', 'P', 'Q', 'R', 'T', 'U']","[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]",0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2243,"Valen","15/6/2003",21,"college","Palmerston",492000,392,"Valen","15/6/2003",21,"college","Palmerston","2023-10-8","['A', 'B', 'E', 'F', 'H', 'I', 'J', 'K', 'L', 'N', 'O', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]",1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1
891,"Loros","1/2/1990",35,"high-school","Nelson Bay",129000,393,"Loros","1/2/1990",35,"high-school","Nelson Bay","2024-2-19","['B', 'C', 'I', 'R', 'T']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
303,"Noror","22/3/2003",22,"college","Queanbeyan",40000,394,"Noror","22/3/2003",22,"college","Queanbeyan","2024-7-3","['A', 'B', 'C', 'D', 'E', 'G', 'J', 'K', 'L', 'M', 'O', 'P', 'Q']","[1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0]",1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0
48,"Evie","14/1/1990",35,"college","Inverell",569000,395,"Evie","14/1/1990",35,"college","Inverell","2023-9-19","['A', 'D', 'E', 'H', 'I', 'J', 'M', 'N', 'O', 'Q', 'R', 'S']","[1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0]",1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0
2530,"Dania","1/10/1976",48,"junior college","Taree",379000,396,"Dania","1/10/1976",48,"junior college","Taree","2024-2-10","['A', 'B', 'C', 'D', 'E', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'P', 'Q', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1]",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
2363,"Nora","21/7/1975",49,"college","Kingston SE",213000,397,"Nora","21/7/1975",49,"college","Kingston SE","2023-1-2","['B', 'D', 'G', 'H', 'L', 'N', 'S', 'T']","[0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0]",0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
2296,"Primrose","8/2/2003",22,"college","Winton",578000,398,"Primrose","8/2/2003",22,"college","Winton","2024-4-24","['B', 'F', 'Q', 'S']","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
796,"Anika","16/11/2008",16,"junior college","Port Hedland",398000,399,"Anika","16/11/2008",16,"junior college","Port Hedland","2023-8-3","['B', 'C', 'H', 'O', 'P', 'Q', 'S']","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]",0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
314,"Valas","10/11/1991",33,"junior college","Murray Bridge",159000,400,"Valas","10/11/1991",33,"junior college","Murray Bridge","2025-1-21","['B', 'M', 'S', 'T']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
973,"Anaya","28/2/1974",51,"high-school","Ballarat",219000,401,"Anaya","28/2/1974",51,"high-school","Ballarat","2024-2-18","['A', 'B', 'F', 'G', 'K', 'L', 'M', 'N', 'S', 'T']","[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0]",1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0
78,"Capri","27/3/1992",33,"high-school","Boddington",433000,402,"Capri","27/3/1992",33,"high-school","Boddington","2024-8-18","['A', 'B', 'C', 'D', 'E', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
958,"Daniel","10/4/1976",49,"junior college","Yuendumu",421000,403,"Daniel","10/4/1976",49,"junior college","Yuendumu","2024-8-21","['B', 'E', 'F', 'G', 'H', 'I', 'K', 'N', 'S', 'T', 'U']","[0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1]",0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1
1185,"Loris","5/6/1977",47,"junior college","Geraldton",514000,404,"Loris","5/6/1977",47,"junior college","Geraldton","2024-12-25","['C', 'E', 'P', 'R', 'T']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1728,"Peror","27/7/1993",31,"high-school","Brisbane",389000,405,"Peror","27/7/1993",31,"high-school","Brisbane","2024-11-8","['B', 'F', 'H', 'I', 'L', 'N', 'O', 'R', 'S']","[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0
177,"Periel","20/12/1991",33,"high-school","Carnarvon",247000,406,"Periel","20/12/1991",33,"high-school","Carnarvon","2023-8-18","['A', 'B', 'C', 'E', 'G', 'H', 'J', 'K', 'O', 'Q', 'R']","[1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0
32,"Toros","25/7/1991",33,"college","Hobart",123000,407,"Toros","25/7/1991",33,"college","Hobart","2023-6-15","['B']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,"Nora","22/11/1975",49,"high-school","Warwick",303000,408,"Nora","22/11/1975",49,"high-school","Warwick","2024-9-5","['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
253,"Malyn","1/11/1979",45,"junior college","Papunya",299000,409,"Malyn","1/11/1979",45,"junior college","Papunya","2024-8-13","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'J', 'L', 'O', 'P', 'R', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1]",1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1
2249,"Maddox","6/1/1985",40,"college","Singleton",454000,410,"Maddox","6/1/1985",40,"college","Singleton","2025-2-13","['A', 'C', 'F', 'G', 'H', 'J', 'K', 'L', 'M', 'P', 'Q', 'R', 'S', 'T']","[1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
164,"Halius","24/6/2004",20,"junior college","Mount Isa",229000,411,"Halius","24/6/2004",20,"junior college","Mount Isa","2024-3-20","['C', 'D', 'F', 'H', 'I', 'O', 'U']","[0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
211,"Elen","23/10/1987",37,"college","Margaret River",388000,412,"Elen","23/10/1987",37,"college","Margaret River","2024-10-25","['A', 'D', 'G', 'H', 'I', 'J', 'K', 'L', 'N', 'O', 'P', 'R', 'S', 'T']","[1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]",1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
2393,"Halar","2/3/1985",40,"master","Manjimup",38000,413,"Halar","2/3/1985",40,"master","Manjimup","2023-6-8","['A', 'B', 'D', 'E', 'F', 'G', 'H', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1442,"Perius","7/12/1981",43,"high-school","Mudgee",462000,414,"Perius","7/12/1981",43,"high-school","Mudgee","2024-6-25","['A', 'F', 'H', 'J', 'K', 'L', 'O', 'P']","[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]",1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
2427,"Peran","6/12/1991",33,"college","Hermannsburg",550000,415,"Peran","6/12/1991",33,"college","Hermannsburg","2024-3-29","['B', 'D', 'E', 'G', 'I', 'J', 'L', 'M', 'N', 'P', 'R', 'T', 'U']","[0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1]",0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1
979,"Quenus","15/5/1979",45,"junior college","Bowral",144000,416,"Quenus","15/5/1979",45,"junior college","Bowral","2024-5-27","['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'R', 'S', 'T', 'U']","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1272,"Josie","11/8/1973",51,"junior college","Kununurra",540000,417,"Josie","11/8/1973",51,"junior college","Kununurra","2024-3-13","['C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'O', 'P', 'R', 'T', 'U']","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1]",0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
1363,"Selius","21/10/1993",31,"college","Maryborough",396000,418,"Selius","21/10/1993",31,"college","Maryborough","2023-2-20","['A', 'B', 'C', 'I', 'K', 'L', 'R', 'S', 'T']","[1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0]",1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0
1617,"Peran","10/1/1984",41,"college","Daly Waters",258000,419,"Peran","10/1/1984",41,"college","Daly Waters","2023-8-9","['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1245,"Ocean","20/1/1980",45,"high-school","Atherton",549000,420,"Ocean","20/1/1980",45,"high-school","Atherton","2025-1-27","['A', 'B', 'C', 'D', 'E', 'F', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'U']","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1195,"Jonah","19/3/1984",41,"high-school","Kingston SE",452000,421,"Jonah","19/3/1984",41,"high-school","Kingston SE","2023-8-31","['J', 'P', 'S']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
948,"Elen","13/12/2009",15,"high-school","Port Macquarie",45000,422,"Elen","13/12/2009",15,"high-school","Port Macquarie","2025-1-9","['A', 'E', 'L', 'S', 'U']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1626,"Rala","10/2/1979",46,"college","Narrabri",326000,423,"Rala","10/2/1979",46,"college","Narrabri","2023-11-27","['C', 'D', 'E', 'F', 'G', 'I', 'J', 'K', 'L', 'Q', 'R', 'U']","[0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1]",0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1
951,"Isae","13/9/1980",44,"high-school","Gatton",248000,424,"Isae","13/9/1980",44,"high-school","Gatton","2023-3-16","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'S', 'T']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0]",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0
2572,"Elor","9/8/1982",42,"master","Hermannsburg",173000,425,"Elor","9/8/1982",42,"master","Hermannsburg","2024-1-21","['G', 'J', 'N', 'R', 'S', 'U']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1190,"Halis","10/4/2008",17,"high-school","Ti Tree",197000,426,"Halis","10/4/2008",17,"high-school","Ti Tree","2025-1-5","['D', 'E', 'F', 'H', 'J', 'K', 'M', 'P', 'Q', 'U']","[0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1]",0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1
2203,"Malan","21/4/1984",41,"junior college","Nelson Bay",548000,427,"Malan","21/4/1984",41,"junior college","Nelson Bay","2023-7-21","['C', 'E', 'G', 'K', 'S']","[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1482,"Elyn","1/4/1993",32,"junior college","Bundaberg",396000,428,"Elyn","1/4/1993",32,"junior college","Bundaberg","2025-4-18","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1900,"Janen","13/5/1981",43,"under high-school","Leonora",60000,429,"Janen","13/5/1981",43,"under high-school","Leonora","2023-5-28","['B', 'K', 'M', 'N', 'O', 'P', 'Q']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]",0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
1846,"Janor","24/11/1982",42,"junior college","Daly Waters",538000,430,"Janor","24/11/1982",42,"junior college","Daly Waters","2023-6-25","['B', 'C', 'D', 'E', 'F', 'G', 'I', 'J', 'K', 'L', 'N', 'O', 'P', 'R', 'S']","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0]",0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0
916,"Ren","21/6/1992",32,"college","Atherton",203000,431,"Ren","21/6/1992",32,"college","Atherton","2023-11-2","['A', 'I', 'K', 'M', 'O', 'R']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
2031,"Norius","28/8/1973",51,"college","Winton",437000,432,"Norius","28/8/1973",51,"college","Winton","2024-11-10","['B', 'D', 'E', 'H', 'I', 'K', 'N', 'O', 'P', 'Q', 'R', 'U']","[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1]",0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1
2426,"Maleth","26/4/1979",46,"college","Mutitjulu",261000,433,"Maleth","26/4/1979",46,"college","Mutitjulu","2023-1-16","['A', 'B', 'F', 'G', 'H', 'I', 'J', 'K', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
921,"Haliel","16/12/2000",24,"junior college","Southern Cross",512000,434,"Haliel","16/12/2000",24,"junior college","Southern Cross","2023-9-5","['F', 'G', 'H', 'P']","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1215,"Quenar","13/9/2006",18,"junior college","Narrabri",372000,435,"Quenar","13/9/2006",18,"junior college","Narrabri","2024-10-25","['C', 'E', 'G', 'H', 'I', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
385,"Lila","28/7/1988",36,"under high-school","Lismore",323000,436,"Lila","28/7/1988",36,"under high-school","Lismore","2023-8-10","['B', 'C', 'D', 'E', 'G', 'J', 'K', 'L', 'M', 'O', 'P', 'Q', 'S', 'T']","[0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0]",0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0
1553,"Eliel","20/7/1981",43,"high-school","Leonora",430000,437,"Eliel","20/7/1981",43,"high-school","Leonora","2023-3-11","['C', 'I', 'M']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2365,"Valiel","28/4/1996",29,"high-school","Jurien Bay",397000,438,"Valiel","28/4/1996",29,"high-school","Jurien Bay","2025-2-11","['A', 'F', 'Q']","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
194,"Natalia","11/1/2000",25,"high-school","Barrow Creek",137000,439,"Natalia","11/1/2000",25,"high-school","Barrow Creek","2025-4-16","['A', 'H', 'N', 'R', 'S', 'T']","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0]",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
442,"Emery","15/9/2003",21,"junior college","Kalgoorlie",557000,440,"Emery","15/9/2003",21,"junior college","Kalgoorlie","2024-9-29","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1084,"Celine","17/3/1973",52,"high-school","Toowoomba",356000,441,"Celine","17/3/1973",52,"high-school","Toowoomba","2024-2-15","['B', 'J', 'M', 'R', 'T']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
1188,"Fenar","26/4/1974",51,"high-school","Larrimah",570000,442,"Fenar","26/4/1974",51,"high-school","Larrimah","2024-7-7","['H', 'K', 'R', 'S', 'T']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
289,"Selus","5/12/1998",26,"high-school","Mutitjulu",111000,443,"Selus","5/12/1998",26,"high-school","Mutitjulu","2023-6-14","['C', 'E', 'G', 'H', 'I', 'L', 'P', 'Q', 'T']","[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]",0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0
2634,"Toren","4/6/1983",41,"high-school","Singleton",140000,444,"Toren","4/6/1983",41,"high-school","Singleton","2025-2-1","['A', 'B', 'C', 'D', 'F', 'H', 'J', 'K', 'L', 'M', 'N', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
2693,"Fenae","11/8/1985",39,"high-school","Warwick",227000,445,"Fenae","11/8/1985",39,"high-school","Warwick","2023-5-10","['A', 'D', 'I', 'J', 'L', 'N', 'T', 'U']","[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1
513,"Toren","26/2/1972",53,"junior college","Esperance",55000,446,"Toren","26/2/1972",53,"junior college","Esperance","2023-9-21","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1144,"Malan","5/5/1988",36,"master","Warwick",221000,447,"Malan","5/5/1988",36,"master","Warwick","2025-4-8","['C', 'E', 'G', 'H', 'I', 'J', 'L', 'P', 'R']","[0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0
452,"Galae","1/12/1987",37,"junior college","Ballarat",275000,448,"Galae","1/12/1987",37,"junior college","Ballarat","2023-1-20","['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2148,"Isius","1/3/2000",25,"high-school","Sunshine Coast",162000,449,"Isius","1/3/2000",25,"high-school","Sunshine Coast","2023-8-1","['A', 'C', 'D', 'E', 'F', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'U']","[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]",1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1
1351,"Galyn","12/5/1991",33,"high-school","Broome",460000,450,"Galyn","12/5/1991",33,"high-school","Broome","2023-2-14","['F', 'G', 'Q', 'T']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2091,"Isiel","9/12/1983",41,"high-school","Bundaberg",309000,451,"Isiel","9/12/1983",41,"high-school","Bundaberg","2023-3-2","['E', 'F', 'T']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2905,"Valia","19/12/1979",45,"high-school","Biloela",155000,452,"Valia","19/12/1979",45,"high-school","Biloela","2023-6-1","['C', 'D', 'E', 'F', 'H', 'I', 'J', 'K', 'M', 'N', 'O', 'Q', 'R', 'S', 'T']","[0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]",0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0
