Customer ID,Name,Birthday,Age,Education Level,City,Purchase Date,Shopping List,Item List,Item A,Item B,Item C,Item D,Item E,Item F,Item G,Item H,Item I,Item J,Item K,Item L,Item M,Item N,Item O,Item P,Item Q,Item R,Item S,Item T,Item U
748,Ora,20/6/1978,44,college,Whyalla,2024-10-1,"['B', 'C', 'H', 'I', 'K', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1
749,Peren,8-8-1982,40,master,Roma,2023-9-15,"['A', 'B', 'C', 'E', 'J', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T']","[1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0
750,Jania,16-4-2000,23,high-school,Broome,2023-5-29,"['B', 'C', 'E', 'F', 'H', 'I', 'K', 'L', 'M', 'Q', 'R', 'S', 'U']","[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1]",0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1
751,Coriel,31-3-2002,21,junior college,Carnarvon,2024-7-19,"['C', 'F', 'G', 'I', 'J', 'M', 'O', 'Q', 'U']","[0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]",0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
752,Torion,21-12-1985,37,college,Atherton,2024-8-20,"['A', 'J', 'M', 'N', 'P', 'U']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1]",1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
753,Galor,3/1/1986,37,high-school,Rockhampton,2023-6-18,"['A', 'B', 'C', 'D', 'E', 'F', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
754,Isas,18-11-2008,14,college,Kingaroy,2023-6-11,"['C', 'D', 'E', 'I', 'J', 'L', 'M', 'O', 'P', 'R', 'U']","[0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1]",0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1
755,Perius,3/10/1996,26,college,Atherton,2025-3-8,"['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'L', 'M', 'P', 'Q', 'R', 'T']","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0
756,Valar,9/2/1973,50,master,Kingaroy,2025-4-26,"['C', 'D', 'E', 'H', 'I', 'J', 'K', 'L', 'N', 'P', 'Q', 'R', 'S', 'U']","[0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1
757,Toriel,19-10-2005,17,high-school,Halls Creek,2024-9-12,"['D', 'J', 'K', 'N', 'Q', 'S']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
758,Perion,7/11/1987,35,college,Albany,2024-8-13,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
759,Elor,25-12-1978,44,college,Boddington,2024-3-11,"['A', 'C', 'P', 'T']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
760,Norion,17-4-2009,14,junior college,Joondalup,2023-6-19,"['B', 'D', 'E', 'H', 'J', 'K', 'N', 'P', 'Q', 'R', 'S']","[0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0]",0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0
761,Halis,19-5-1983,39,under high-school,Perth,2023-6-24,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
762,Galius,11-4-1988,35,junior college,Gatton,2023-3-5,"['A', 'B', 'C', 'D', 'F', 'G', 'H', 'J', 'K', 'M', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1
763,Cole,1-3-1975,48,college,Gladstone,2024-2-1,"['A', 'C', 'D', 'H', 'I', 'L', 'N', 'Q', 'R', 'S', 'T', 'U']","[1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]",1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
764,Cora,4-2-1995,28,high-school,Leonora,2023-7-15,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'K', 'M', 'O', 'P', 'Q', 'R', 'S', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1]",1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1
765,Coralie,6-7-2006,16,high-school,Leonora,2024-3-23,"['A', 'B', 'C', 'D', 'J', 'L', 'O', 'R', 'S', 'T']","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0]",1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0
766,Callum,23-12-1995,27,high-school,Boddington,2025-3-7,"['J', 'S']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
767,Lorus,29-9-1972,50,college,Kempsey,2023-10-6,"['G', 'H', 'N', 'P', 'Q', 'T']","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0
768,Gideon,22-10-2003,19,master,Ballarat,2023-10-18,"['P', 'T']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
769,Damian,29-6-1982,40,high-school,Margaret River,2024-8-19,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'I', 'J', 'L', 'N', 'O', 'R', 'T']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0]",1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0
770,Peris,8-4-1996,27,college,Derby,2024-2-26,"['B', 'F', 'G', 'J', 'L', 'M', 'O', 'P', 'Q', 'R', 'T']","[0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0]",0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0
771,Isiel,24-11-2009,13,junior college,Hobart,2025-5-4,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'O', 'P', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1
772,Dorian,22/8/1976,46,master,Hermannsburg,2024-3-25,['U'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
773,Leonie,23-3-2000,23,high-school,Nowra,2024-9-23,"['A', 'B', 'C', 'D', 'I', 'J', 'K', 'L', 'O', 'P', 'Q']","[1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]",1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0
774,Valion,12-4-1982,41,college,Larrimah,2023-7-5,"['A', 'E', 'K', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
775,Ralyn,15/11/1975,47,junior college,Nelson Bay,2024-1-11,"['C', 'D', 'J', 'L', 'O', 'P']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]",0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
776,Toreth,28/7/1996,26,junior college,Grafton,2023-6-14,"['E', 'J', 'N', 'T']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
777,Kelyn,7-10-1999,23,college,Forster,2023-9-23,"['A', 'B', 'D', 'E', 'G', 'H', 'J', 'L', 'M', 'N', 'O', 'R', 'S']","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0]",1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0
778,Vala,1-12-1980,42,high-school,Wagin,2025-2-23,"['C', 'J', 'N', 'P', 'Q', 'S', 'U']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1]",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
779,Gaia,22-3-1977,46,junior college,Halls Creek,2025-3-31,['N'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
780,Emrys,28-1-1977,46,high-school,Yeppoon,2025-3-19,"['A', 'B', 'D', 'G', 'I', 'P', 'R', 'T']","[1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0
781,Isas,17/9/2006,16,master,Whyalla,2024-3-4,['S'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,Coran,26/11/2006,16,college,Yeppoon,2024-4-22,"['A', 'E', 'F', 'H', 'J', 'K', 'M', 'N', 'O', 'P']","[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]",1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0
783,Malar,31-3-1977,46,college,Sunshine Coast,2023-3-27,"['G', 'O', 'R']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
784,Jax,19/2/1976,47,junior college,Whyalla,2023-1-23,"['A', 'J']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
785,Valon,5/9/1974,48,college,Wangaratta,2023-6-12,"['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
786,Quenas,20-6-1986,36,high-school,Nhulunbuy,2024-12-6,"['A', 'B', 'F', 'G', 'H', 'I', 'K', 'M', 'N', 'O', 'P', 'Q', 'R', 'T']","[1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0]",1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0
787,Ellis,13-1-2010,13,high-school,Armidale,2023-4-14,"['B', 'C', 'E', 'F', 'I', 'J', 'O', 'P', 'Q', 'R', 'S', 'T']","[0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0
788,Loras,25/7/1988,34,college,Ararat,2024-6-3,"['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'L', 'O', 'P', 'R', 'S', 'T', 'U']","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1]",1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1
789,Sky,14-11-1988,34,college,Mataranka,2024-12-8,"['D', 'F']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,Kelor,23-9-2008,14,high-school,Murray Bridge,2024-9-23,"['A', 'B', 'E', 'F', 'H', 'I', 'L', 'N', 'O', 'R', 'S']","[1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0
791,Nadia,10-5-1972,50,master,Tennant Creek,2025-4-27,"['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'R', 'T']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0]",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
792,Cora,21/10/1987,35,high-school,Biloela,2023-7-29,"['S', 'T']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
793,Monroe,30/8/1993,29,junior college,Katherine,2023-5-6,"['D', 'E', 'H', 'K', 'O']","[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
794,Galas,23-10-1978,44,high-school,Whyalla,2023-11-23,"['E', 'J', 'T']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
795,Luca,17-2-2007,16,master,Coffs Harbour,2025-4-2,"['E', 'G']","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,Malius,20/9/2004,18,under high-school,Whyalla,2023-2-7,"['B', 'E', 'G', 'H', 'I', 'J', 'K', 'M', 'O', 'Q', 'R']","[0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0]",0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0
797,Griffin,12/4/1977,46,junior college,Halls Creek,2024-7-15,"['A', 'B', 'C', 'E', 'F', 'H', 'I', 'L', 'M', 'N', 'P', 'Q', 'R', 'T', 'U']","[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1]",1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
798,Belus,18/6/1983,39,high-school,Wiluna,2023-7-9,"['N', 'Q', 'R']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
799,Knox,17/3/1990,33,high-school,Baldivis,2025-3-4,"['C', 'F', 'G', 'H', 'I', 'J', 'L', 'O', 'P', 'Q', 'T']","[0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]",0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0
800,Galae,24-7-2004,18,junior college,Daly Waters,2023-12-24,"['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'K', 'L', 'M', 'O', 'P', 'Q', 'S', 'T', 'U']","[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1]",1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
801,Hugo,4-2-1973,50,junior college,Armidale,2024-4-4,"['A', 'B', 'C', 'D', 'F', 'G', 'H', 'J', 'K', 'L', 'M', 'O', 'P', 'Q', 'S', 'T', 'U']","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1]",1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
802,Janor,18-10-2003,19,college,Coffs Harbour,2023-9-16,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
803,Elyn,2/2/1973,50,college,Meekatharra,2024-11-8,"['E', 'I', 'K', 'M', 'N', 'R']","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0
804,Orar,26/9/1990,32,high-school,Broome,2025-3-29,"['A', 'B', 'D', 'E', 'G', 'H', 'J', 'K', 'M', 'N', 'O', 'P', 'R', 'U']","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1]",1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1
805,Torius,25-6-2001,21,under high-school,Townsville,2024-1-25,"['A', 'C', 'G', 'H', 'L', 'M', 'O', 'P', 'R', 'U']","[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1]",1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1
806,Lucia,2/3/1972,51,high-school,Busselton,2023-1-1,"['A', 'C']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,Ralor,21/6/1976,46,high-school,Forster,2024-9-16,"['B', 'D', 'E', 'F', 'I', 'J', 'L', 'N', 'O', 'P', 'R', 'S', 'U']","[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1]",0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1
808,Elas,11-6-1995,27,under high-school,Forster,2024-10-20,"['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'N', 'O', 'R', 'T']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0]",0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0
809,Axel,5-1-1976,47,junior college,Groote Eylandt,2023-4-23,"['A', 'C', 'D', 'F', 'G', 'H', 'I', 'K', 'L', 'N', 'O', 'Q', 'T', 'U']","[1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1]",1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1
810,Nico,26-2-1981,42,PhD,Kalgoorlie,2024-9-27,"['B', 'C', 'D', 'G', 'H', 'I', 'K', 'M', 'N', 'O', 'P', 'Q', 'T', 'U']","[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1]",0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1
811,Quenus,10-1-1986,37,high-school,Bendigo,2023-9-3,"['F', 'G', 'N', 'U']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
812,Janan,29/12/1977,45,junior college,Tennant Creek,2023-6-10,"['A', 'E', 'H', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'S', 'T', 'U']","[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1]",1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1
813,Malis,22-12-1976,46,high-school,Kalgoorlie,2024-12-25,"['A', 'D', 'E', 'G', 'I', 'J', 'K', 'M', 'O', 'P', 'Q', 'R', 'S', 'T']","[1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0
814,Belus,14-4-1973,50,junior college,Lithgow,2024-8-9,"['A', 'C', 'D', 'E', 'F', 'J', 'K', 'L', 'N', 'O', 'P', 'Q', 'S']","[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0]",1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
815,Selos,6-9-2003,19,high-school,Roma,2024-3-23,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'S']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0
816,Norius,16-11-2006,16,high-school,Kununurra,2025-1-4,"['A', 'B', 'F', 'T', 'U']","[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
817,Selar,30-4-2002,21,college,Sunshine Coast,2024-12-20,"['A', 'B', 'C', 'D', 'E', 'G', 'K', 'L', 'O', 'Q', 'R', 'S']","[1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0]",1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0
818,Kelos,9-7-1985,37,high-school,Kings Canyon,2023-8-7,"['B', 'C', 'E', 'F', 'I', 'K', 'O', 'S', 'U']","[0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
819,Kyra,8-10-1979,43,college,Barrow Creek,2023-1-31,"['D', 'K']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
820,Coreth,26-3-1986,37,college,Kalamunda,2024-9-8,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
821,Loran,21-3-1980,43,college,Derby,2025-2-6,"['B', 'F']","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,Selor,27-4-1985,38,junior college,Halls Creek,2023-10-30,"['F', 'J']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
823,Haleth,24/10/1973,49,master,Howard Springs,2023-1-13,"['A', 'B', 'C', 'E', 'G', 'H', 'I', 'J', 'O', 'Q', 'R', 'S']","[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]",1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0
824,Noros,30-9-1973,49,high-school,Baldivis,2025-5-3,"['A', 'D', 'E', 'F', 'G', 'I', 'J', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'T']","[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
